"state","district","registered_users"
"gujarat","navsari district","118324"
"jharkhand","west singhbhum district","118302"
"karnataka","dakshina kannada district","118271"
"uttar-pradesh","hamirpur district","118257"
"rajasthan","rajsamand district","118240"
"telangana","jaya shankar bhalupally district","118229"
"tamil-nadu","virudhunagar district","118223"
"gujarat","gandhinagar district","118201"
"kerala","pathanamthitta district","118197"
"uttar-pradesh","gonda district","118179"
"madhya-pradesh","ashoknagar district","118179"
"assam","baksa district","118160"
"uttar-pradesh","shahjahanpur district","118150"
"madhya-pradesh","neemuch district","118143"
"bihar","lakhisarai district","118141"
"assam","dhemaji district","118120"
"assam","marigaon district","118114"
"uttar-pradesh","kheri district","118112"
"odisha","nayagarh district","118109"
"manipur","imphal west district","118056"
"kerala","kannur district","117999"
"odisha","jharsuguda district","117987"
"telangana","wanaparthy district","117968"
"telangana","bhadradri kothagudem district","117947"
"odisha","nabarangpur district","117939"
"odisha","balangir district","117914"
"odisha","sonepur district","117909"
"uttar-pradesh","mainpuri district","117848"
"madhya-pradesh","katni district","117834"
"uttar-pradesh","bijnor district","117817"
"dadra-&-nagar-haveli-&-daman-&-diu","dadra and nagar haveli district","117805"
"bihar","purnia district","117803"
"dadra-&-nagar-haveli-&-daman-&-diu","daman district","117728"
"gujarat","botad district","117629"
"telangana","medak district","117616"
"assam","hailakandi district","117597"
"bihar","sheikhpura district","117596"
"arunachal-pradesh","papum pare district","117568"
"odisha","boudh district","117563"
"uttar-pradesh","ghazipur district","117553"
"haryana","charkhi dadri district","117471"
"maharashtra","parbhani district","117401"
"uttar-pradesh","mahoba district","117391"
"nagaland","dimapur district","117388"
"tamil-nadu","ariyalur district","117383"
"himachal-pradesh","hamirpur district","117381"
"telangana","mahbubnagar district","117364"
"gujarat","junagadh district","117357"
"chhattisgarh","gariyaband district","117351"
"chhattisgarh","mungeli district","117278"
"uttar-pradesh","balrampur district","117269"
"uttarakhand","almora district","117262"
"tamil-nadu","tirunelveli district","117255"
"jharkhand","latehar district","117221"
"odisha","kandhamal district","117216"
"madhya-pradesh","raisen district","117214"
"rajasthan","karauli district","117179"
"madhya-pradesh","sheopur district","117173"
"jharkhand","godda district","117166"
"assam","nalbari district","117138"
"madhya-pradesh","shivpuri district","117138"
"rajasthan","bikaner district","117098"
"uttarakhand","pithoragarh district","117070"
"rajasthan","dungarpur district","117041"
"jammu-&-kashmir","kupwara district","117021"
"himachal-pradesh","una district","116973"
"rajasthan","dholpur district","116972"
"uttar-pradesh","kanpur dehat district","116906"
"odisha","nuapada district","116868"
"karnataka","tumakuru district","116855"
"uttar-pradesh","maharajganj district","116789"
"chhattisgarh","raigarh district","116785"
"uttar-pradesh","chitrakoot district","116747"
"gujarat","porbandar district","116719"
"odisha","malkangiri district","116714"
"madhya-pradesh","agar malwa district","116711"
"rajasthan","pratapgarh district","116630"
"maharashtra","gadchiroli district","116628"
"assam","jorhat district","116616"
"uttar-pradesh","kaushambi district","116606"
"punjab","malerkotla district","116580"
"chhattisgarh","kanker district","116559"
"punjab","gurdaspur district","116534"
"jammu-&-kashmir","budgam district","116523"
"madhya-pradesh","panna district","116511"
"uttarakhand","chamoli district","116505"
"maharashtra","sindhudurg district","116431"
"punjab","barnala district","116402"
"chhattisgarh","mahasamund district","116370"
"uttar-pradesh","bhadohi district","116323"
"punjab","faridkot district","116313"
"uttar-pradesh","etah district","116306"
"maharashtra","satara district","116303"
"punjab","sri muktsar sahib district","116292"
"assam","barpeta district","116286"
"punjab","rupnagar district","116268"
"odisha","gajapati district","116235"
"gujarat","anand district","116188"
"madhya-pradesh","harda district","116184"
"jharkhand","gumla district","116099"
"uttar-pradesh","jalaun district","116051"
"manipur","imphal east district","115999"
"bihar","jehanabad district","115993"
"madhya-pradesh","jabalpur district","115953"
"chhattisgarh","baloda bazar district","115907"
"gujarat","devbhumi dwarka district","115900"
"karnataka","ramanagara district","115881"
"chhattisgarh","bastar district","115879"
"manipur","imphal east district","115869"
"bihar","khagaria district","115815"
"west-bengal","jhargram district","115812"
"gujarat","bhavnagar district","115812"
"chhattisgarh","balrampur district","115804"
"uttar-pradesh","aligarh district","115765"
"kerala","thiruvananthapuram district","115732"
"gujarat","panch mahals district","115707"
"himachal-pradesh","sirmaur district","115705"
"assam","golaghat district","115666"
"assam","hojai district","115657"
"himachal-pradesh","bilaspur district","115654"
"uttar-pradesh","rampur district","115637"
"jammu-&-kashmir","udhampur district","115581"
"chhattisgarh","balod district","115485"
"telangana","mulugu district","115471"
"gujarat","morbi district","115451"
"punjab","shahid bhagat singh nagar district","115446"
"assam","goalpara district","115431"
"rajasthan","sirohi district","115407"
"bihar","sheohar district","115405"
"uttar-pradesh","amroha district","115341"
"gujarat","patan district","115299"
"haryana","kurukshetra district","115295"
"himachal-pradesh","kullu district","115278"
"west-bengal","dakshin dinajpur district","115269"
"chandigarh","chandigarh district","115219"
"kerala","thrissur district","115170"
"madhya-pradesh","umaria district","115138"
"jharkhand","deoghar district","115129"
"himachal-pradesh","kangra district","115120"
"uttarakhand","chamoli district","115112"
"assam","charaideo district","115111"
"punjab","mansa district","115045"
"bihar","rohtas district","115023"
"assam","bongaigaon district","114947"
"odisha","jagatsinghapur district","114945"
"madhya-pradesh","sidhi district","114892"
"kerala","alappuzha district","114882"
"uttar-pradesh","siddharthnagar district","114847"
"bihar","saharsa district","114827"
"chhattisgarh","kondagaon district","114796"
"maharashtra","washim district","114788"
"madhya-pradesh","burhanpur district","114766"
"telangana","adilabad district","114763"
"maharashtra","buldhana district","114637"
"madhya-pradesh","datia district","114602"
"assam","udalguri district","114587"
"odisha","jajapur district","114580"
"himachal-pradesh","chamba district","114576"
"uttar-pradesh","firozabad district","114566"
"delhi","shahdara district","114549"
"jammu-&-kashmir","srinagar district","114498"
"haryana","jhajjar district","114488"
"punjab","firozepur district","114475"
"telangana","narayanpet district","114463"
"assam","kokrajhar district","114440"
"bihar","madhepura district","114427"
"telangana","jagtial district","114424"
"maharashtra","nandurbar district","114409"
"tamil-nadu","cuddalore district","114395"
"jharkhand","dumka district","114356"
"jammu-&-kashmir","kathua district","114338"
"assam","nagaon district","114296"
"bihar","arwal district","114283"
"gujarat","amreli district","114242"
"odisha","rayagada district","114240"
"jammu-&-kashmir","anantnag district","114215"
"haryana","ambala district","114192"
"assam","sivasagar district","114163"
"uttar-pradesh","hapur district","114161"
"madhya-pradesh","jhabua district","114139"
"tripura","west tripura district","114108"
"gujarat","chhotaudepur district","114032"
"madhya-pradesh","dindori district","114018"
"madhya-pradesh","mandla district","113986"
"assam","karbi anglong district","113975"
"chhattisgarh","rajnandgaon district","113965"
"odisha","koraput district","113919"
"punjab","patiala district","113902"
"madhya-pradesh","morena district","113900"
"haryana","hisar district","113872"
"mizoram","aizawl district","113860"
"jharkhand","koderma district","113832"
"meghalaya","east khasi hills district","113816"
"chhattisgarh","dhamtari district","113769"
"bihar","supaul district","113711"
"assam","baksa district","113700"
"rajasthan","banswara district","113690"
"chhattisgarh","jashpur district","113637"
"tamil-nadu","thanjavur district","113549"
"sikkim","east district","113537"
"jharkhand","chatra district","113517"
"assam","karimganj district","113394"
"punjab","hoshiarpur district","113296"
"himachal-pradesh","solan district","113278"
"punjab","kapurthala district","113254"
"assam","tinsukia district","113239"
"chhattisgarh","gaurela pendra marwahi district","113221"
"madhya-pradesh","ujjain district","113216"
"karnataka","kalaburagi district","113205"
"jharkhand","jamtara district","113199"
"uttar-pradesh","ayodhya district","113121"
"uttar-pradesh","hardoi district","113095"
"punjab","pathankot district","113067"
"haryana","rewari district","113056"
"haryana","palwal district","113042"
"jammu-&-kashmir","jammu district","113005"
"assam","kamrup district","112992"
"assam","hailakandi district","112961"
"odisha","boudh district","112899"
"madhya-pradesh","guna district","112899"
"karnataka","gadag district","112854"
"telangana","yadadri bhuvanagiri district","112847"
"jharkhand","saraikela kharsawan district","112827"
"puducherry","puducherry district","112798"
"tamil-nadu","thoothukkudi district","112797"
"assam","darrang district","112770"
"telangana","jogulamba gadwal district","112769"
"assam","dhemaji district","112754"
"jammu-&-kashmir","kupwara district","112748"
"tamil-nadu","perambalur district","112667"
"madhya-pradesh","vidisha district","112602"
"assam","lakhimpur district","112578"
"tamil-nadu","namakkal district","112549"
"haryana","fatehabad district","112543"
"madhya-pradesh","anuppur district","112519"
"jharkhand","garhwa district","112486"
"punjab","fatehgarh sahib district","112449"
"odisha","kalahandi district","112424"
"karnataka","chamarajanagara district","112400"
"uttar-pradesh","bareilly district","112369"
"chhattisgarh","gariyaband district","112313"
"uttar-pradesh","jaunpur district","112290"
"uttarakhand","pauri garhwal district","112287"
"madhya-pradesh","sheopur district","112197"
"jammu-&-kashmir","baramulla district","112175"
"bihar","sheikhpura district","112165"
"manipur","imphal east district","112126"
"karnataka","kodagu district","112121"
"jammu-&-kashmir","budgam district","112096"
"madhya-pradesh","mandsaur district","112086"
"madhya-pradesh","damoh district","112085"
"gujarat","porbandar district","112066"
"uttar-pradesh","pilibhit district","112045"
"madhya-pradesh","shahdol district","112022"
"telangana","kumuram bheem asifabad district","112005"
